instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_celcius,hum_percent,windspeed_kmh,temp_group,hum_group,windspeed_group
13413,2012-07-18,3,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,2,14,16,31.2,66.0,7.0,Sangat Tinggi,Tinggi,Rendah
13414,2012-07-18,3,1,7,2,0,3,1,1,0.74,0.697,0.66,0.1343,3,5,8,30.3,66.0,9.0,Sangat Tinggi,Tinggi,Sedang
13415,2012-07-18,3,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,2,2,4,30.3,66.0,9.0,Sangat Tinggi,Tinggi,Sedang
13416,2012-07-18,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,0,6,6,29.5,70.0,9.0,Sangat Tinggi,Tinggi,Sedang
13417,2012-07-18,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,5,41,46,29.5,70.0,11.0,Sangat Tinggi,Tinggi,Sedang
13418,2012-07-18,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,10,152,162,29.5,70.0,11.0,Sangat Tinggi,Tinggi,Sedang
13419,2012-07-18,3,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,23,472,495,30.3,66.0,11.0,Sangat Tinggi,Tinggi,Sedang
13420,2012-07-18,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,55,624,679,32.0,62.0,7.0,Sangat Tinggi,Sedang,Rendah
13421,2012-07-18,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0.0,44,253,297,33.6,56.0,0.0,Sangat Tinggi,Sedang,Rendah
13422,2012-07-18,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,39,99,138,36.9,42.0,13.0,Sangat Tinggi,Rendah,Sedang
13423,2012-07-18,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,47,136,183,36.9,42.0,0.0,Sangat Tinggi,Rendah,Rendah
13424,2012-07-18,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,36,166,202,37.7,37.0,9.0,Sangat Tinggi,Rendah,Sedang
13425,2012-07-18,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0.0,49,154,203,38.5,33.0,0.0,Sangat Tinggi,Rendah,Rendah
13426,2012-07-18,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116,170,38.5,38.0,22.0,Sangat Tinggi,Rendah,Sangat Tinggi
13427,2012-07-18,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,42,152,194,37.7,35.0,24.0,Sangat Tinggi,Rendah,Sangat Tinggi
13428,2012-07-18,3,1,7,16,0,3,1,1,0.74,0.697,0.66,0.2537,34,190,224,30.3,66.0,17.0,Sangat Tinggi,Tinggi,Tinggi
13429,2012-07-18,3,1,7,17,0,3,1,1,0.74,0.697,0.7,0.2537,35,335,370,30.3,70.0,17.0,Sangat Tinggi,Tinggi,Tinggi
13430,2012-07-18,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,63,580,643,31.2,62.0,9.0,Sangat Tinggi,Sedang,Sedang
13431,2012-07-18,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,78,438,516,31.2,62.0,7.0,Sangat Tinggi,Sedang,Rendah
13432,2012-07-18,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,56,310,366,30.3,62.0,6.0,Sangat Tinggi,Sedang,Rendah
13433,2012-07-18,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0.0,53,266,319,31.2,62.0,0.0,Sangat Tinggi,Sedang,Rendah
13434,2012-07-18,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,42,246,288,31.2,58.0,6.0,Sangat Tinggi,Sedang,Rendah
13435,2012-07-18,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,19,112,131,31.2,58.0,6.0,Sangat Tinggi,Sedang,Rendah
13436,2012-07-19,3,1,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,16,50,66,30.3,66.0,6.0,Sangat Tinggi,Tinggi,Rendah
13437,2012-07-19,3,1,7,1,0,4,1,1,0.74,0.697,0.66,0.0896,6,19,25,30.3,66.0,6.0,Sangat Tinggi,Tinggi,Rendah
13438,2012-07-19,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.194,0,7,7,29.5,70.0,13.0,Sangat Tinggi,Tinggi,Sedang
13439,2012-07-19,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,1,4,5,29.5,70.0,7.0,Sangat Tinggi,Tinggi,Rendah
13440,2012-07-19,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045,0,8,8,29.5,70.0,7.0,Sangat Tinggi,Tinggi,Rendah
13441,2012-07-19,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,5,35,40,29.5,70.0,7.0,Sangat Tinggi,Tinggi,Rendah
13442,2012-07-19,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,8,144,152,29.5,66.0,9.0,Sangat Tinggi,Tinggi,Sedang
13443,2012-07-19,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,23,450,473,30.3,58.0,19.0,Sangat Tinggi,Sedang,Sangat Tinggi
13444,2012-07-19,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,32,625,657,31.2,58.0,17.0,Sangat Tinggi,Sedang,Tinggi
13445,2012-07-19,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,36,282,318,31.2,58.0,19.0,Sangat Tinggi,Sedang,Sangat Tinggi
13446,2012-07-19,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,41,157,198,31.2,58.0,13.0,Sangat Tinggi,Sedang,Sedang
13447,2012-07-19,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,54,162,216,32.8,55.0,7.0,Sangat Tinggi,Sedang,Rendah
13448,2012-07-19,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,59,215,274,34.4,49.0,19.0,Sangat Tinggi,Sedang,Sangat Tinggi
13449,2012-07-19,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,254,34.4,47.0,9.0,Sangat Tinggi,Rendah,Sedang
13450,2012-07-19,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,46,151,197,35.3,44.0,6.0,Sangat Tinggi,Rendah,Rendah
13451,2012-07-19,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,66,226,292,34.4,47.0,6.0,Sangat Tinggi,Rendah,Rendah
13452,2012-07-19,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,70,288,358,34.4,47.0,6.0,Sangat Tinggi,Rendah,Rendah
13453,2012-07-19,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,93,678,771,35.3,41.0,0.0,Sangat Tinggi,Rendah,Rendah
13454,2012-07-19,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,93,684,777,35.3,41.0,13.0,Sangat Tinggi,Rendah,Sedang
13455,2012-07-19,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,53,480,533,34.4,44.0,17.0,Sangat Tinggi,Rendah,Tinggi
13456,2012-07-19,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,65,440,505,33.6,49.0,11.0,Sangat Tinggi,Sedang,Sedang
13457,2012-07-19,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,332,27.1,89.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13458,2012-07-19,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,6,62,68,27.1,89.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13459,2012-07-19,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,3,62,65,27.1,89.0,15.0,Tinggi,Sangat Tinggi,Tinggi
13460,2012-07-20,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,2,32,34,27.1,89.0,6.0,Tinggi,Sangat Tinggi,Rendah
13461,2012-07-20,3,1,7,1,0,5,1,1,0.66,0.5909,0.89,0.1343,2,9,11,27.1,89.0,9.0,Tinggi,Sangat Tinggi,Sedang
13462,2012-07-20,3,1,7,2,0,5,1,2,0.66,0.5909,0.89,0.0896,5,14,19,27.1,89.0,6.0,Tinggi,Sangat Tinggi,Rendah
13463,2012-07-20,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,7,29,36,27.1,89.0,7.0,Tinggi,Sangat Tinggi,Rendah
13464,2012-07-20,3,1,7,4,0,5,1,2,0.66,0.5909,0.89,0.1642,3,6,9,27.1,89.0,11.0,Tinggi,Sangat Tinggi,Sedang
13465,2012-07-20,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,2,40,42,27.1,89.0,9.0,Tinggi,Sangat Tinggi,Sedang
13466,2012-07-20,3,1,7,6,0,5,1,2,0.66,0.5909,0.89,0.1642,3,123,126,27.1,89.0,11.0,Tinggi,Sangat Tinggi,Sedang
13467,2012-07-20,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.194,14,346,360,27.1,89.0,13.0,Tinggi,Sangat Tinggi,Sedang
13468,2012-07-20,3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,39,652,691,27.9,83.0,11.0,Sangat Tinggi,Sangat Tinggi,Sedang
13469,2012-07-20,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,45,328,373,28.7,79.0,9.0,Sangat Tinggi,Sangat Tinggi,Sedang
13470,2012-07-20,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,51,182,233,28.7,79.0,11.0,Sangat Tinggi,Sangat Tinggi,Sedang
13471,2012-07-20,3,1,7,11,0,5,1,3,0.72,0.697,0.74,0.194,51,161,212,29.5,74.0,13.0,Sangat Tinggi,Tinggi,Sedang
13472,2012-07-20,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274,27.9,83.0,11.0,Sangat Tinggi,Sangat Tinggi,Sedang
13473,2012-07-20,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,20,136,156,27.9,83.0,7.0,Sangat Tinggi,Sangat Tinggi,Rendah
13474,2012-07-20,3,1,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,53,176,229,28.7,84.0,11.0,Sangat Tinggi,Sangat Tinggi,Sedang
13475,2012-07-20,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,47,169,216,28.7,84.0,20.0,Sangat Tinggi,Sangat Tinggi,Sangat Tinggi
13476,2012-07-20,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,436,27.9,83.0,22.0,Sangat Tinggi,Sangat Tinggi,Sangat Tinggi
13477,2012-07-20,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,95,620,715,27.1,89.0,28.0,Tinggi,Sangat Tinggi,Sangat Tinggi
13478,2012-07-20,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622,27.1,78.0,22.0,Tinggi,Tinggi,Sangat Tinggi
13479,2012-07-20,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,44,358,402,26.2,83.0,19.0,Tinggi,Sangat Tinggi,Sangat Tinggi
13480,2012-07-20,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,35,216,251,26.2,83.0,26.0,Tinggi,Sangat Tinggi,Sangat Tinggi
13481,2012-07-20,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,14,108,122,25.4,83.0,22.0,Tinggi,Sangat Tinggi,Sangat Tinggi
13482,2012-07-20,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.194,13,122,135,25.4,83.0,13.0,Tinggi,Sangat Tinggi,Sedang
13483,2012-07-20,3,1,7,23,0,5,1,2,0.62,0.5758,0.83,0.2836,18,148,166,25.4,83.0,19.0,Tinggi,Sangat Tinggi,Sangat Tinggi
13484,2012-07-21,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,11,92,103,25.4,83.0,19.0,Tinggi,Sangat Tinggi,Sangat Tinggi
13485,2012-07-21,3,1,7,1,0,6,0,2,0.62,0.5758,0.83,0.2537,10,62,72,25.4,83.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13486,2012-07-21,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,5,55,60,24.6,88.0,19.0,Tinggi,Sangat Tinggi,Sangat Tinggi
13487,2012-07-21,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,7,18,25,24.6,88.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13488,2012-07-21,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,11,5,16,23.8,88.0,19.0,Tinggi,Sangat Tinggi,Sangat Tinggi
13489,2012-07-21,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,7,10,17,23.8,88.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13490,2012-07-21,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,3,12,15,23.8,88.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13491,2012-07-21,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,8,29,37,23.8,88.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13492,2012-07-21,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,18,94,112,23.8,83.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13493,2012-07-21,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.194,32,175,207,23.8,83.0,13.0,Tinggi,Sangat Tinggi,Sedang
13494,2012-07-21,3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,49,219,268,23.8,88.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13495,2012-07-21,3,1,7,11,0,6,0,2,0.6,0.5606,0.83,0.2537,80,225,305,24.6,83.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13496,2012-07-21,3,1,7,12,0,6,0,3,0.6,0.5606,0.83,0.2239,156,301,457,24.6,83.0,15.0,Tinggi,Sangat Tinggi,Tinggi
13497,2012-07-21,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,106,248,354,24.6,83.0,11.0,Tinggi,Sangat Tinggi,Sedang
13498,2012-07-21,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,121,222,343,24.6,88.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13499,2012-07-21,3,1,7,15,0,6,0,3,0.6,0.5455,0.88,0.2537,148,232,380,24.6,88.0,17.0,Tinggi,Sangat Tinggi,Tinggi
13500,2012-07-21,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,130,196,326,24.6,88.0,13.0,Tinggi,Sangat Tinggi,Sedang
13501,2012-07-21,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,92,149,241,24.6,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
13502,2012-07-21,3,1,7,18,0,6,0,2,0.6,0.5455,0.88,0.194,51,126,177,24.6,88.0,13.0,Tinggi,Sangat Tinggi,Sedang
13503,2012-07-21,3,1,7,19,0,6,0,2,0.6,0.5455,0.88,0.1642,67,171,238,24.6,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
13504,2012-07-21,3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,51,163,214,24.6,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
13505,2012-07-21,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,29,134,163,24.6,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
13506,2012-07-21,3,1,7,22,0,6,0,2,0.6,0.5455,0.88,0.1045,40,140,180,24.6,88.0,7.0,Tinggi,Sangat Tinggi,Rendah
13507,2012-07-21,3,1,7,23,0,6,0,2,0.6,0.5455,0.88,0.0,32,117,149,24.6,88.0,0.0,Tinggi,Sangat Tinggi,Rendah
13508,2012-07-22,3,1,7,0,0,0,0,2,0.6,0.5455,0.88,0.1045,17,96,113,24.6,88.0,7.0,Tinggi,Sangat Tinggi,Rendah
13509,2012-07-22,3,1,7,1,0,0,0,2,0.6,0.5455,0.88,0.1642,31,99,130,24.6,88.0,11.0,Tinggi,Sangat Tinggi,Sedang
13510,2012-07-22,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,32,90,122,24.6,88.0,7.0,Tinggi,Sangat Tinggi,Rendah
13511,2012-07-22,3,1,7,3,0,0,0,2,0.6,0.5455,0.88,0.1045,13,30,43,24.6,88.0,7.0,Tinggi,Sangat Tinggi,Rendah
13512,2012-07-22,3,1,7,4,0,0,0,1,0.6,0.5455,0.88,0.0,6,10,16,24.6,88.0,0.0,Tinggi,Sangat Tinggi,Rendah
13513,2012-07-22,3,1,7,5,0,0,0,1,0.6,0.5455,0.88,0.0,0,6,6,24.6,88.0,0.0,Tinggi,Sangat Tinggi,Rendah
13514,2012-07-22,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896,5,14,19,25.4,83.0,6.0,Tinggi,Sangat Tinggi,Rendah
13515,2012-07-22,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0.0,13,25,38,25.4,83.0,0.0,Tinggi,Sangat Tinggi,Rendah
13516,2012-07-22,3,1,7,8,0,0,0,2,0.64,0.5909,0.78,0.0,31,122,153,26.2,78.0,0.0,Tinggi,Tinggi,Rendah
13517,2012-07-22,3,1,7,9,0,0,0,2,0.66,0.6212,0.69,0.0,79,179,258,27.1,69.0,0.0,Tinggi,Tinggi,Rendah
13518,2012-07-22,3,1,7,10,0,0,0,2,0.66,0.6212,0.74,0.0,114,265,379,27.1,74.0,0.0,Tinggi,Tinggi,Rendah
13519,2012-07-22,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0.0,191,314,505,27.1,74.0,0.0,Tinggi,Tinggi,Rendah
13520,2012-07-22,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,178,326,504,28.7,70.0,7.0,Sangat Tinggi,Tinggi,Rendah
13521,2012-07-22,3,1,7,13,0,0,0,2,0.7,0.6515,0.65,0.0896,238,388,626,28.7,65.0,6.0,Sangat Tinggi,Tinggi,Rendah
13522,2012-07-22,3,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,256,360,616,29.5,66.0,7.0,Sangat Tinggi,Tinggi,Rendah
13523,2012-07-22,3,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045,254,370,624,29.5,66.0,7.0,Sangat Tinggi,Tinggi,Rendah
13524,2012-07-22,3,1,7,16,0,0,0,1,0.74,0.697,0.66,0.1045,245,383,628,30.3,66.0,7.0,Sangat Tinggi,Tinggi,Rendah
13525,2012-07-22,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,188,368,556,30.3,66.0,15.0,Sangat Tinggi,Tinggi,Tinggi
13526,2012-07-22,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,173,342,515,30.3,66.0,11.0,Sangat Tinggi,Tinggi,Sedang
13527,2012-07-22,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,180,342,522,29.5,70.0,11.0,Sangat Tinggi,Tinggi,Sedang
13528,2012-07-22,3,1,7,20,0,0,0,1,0.7,0.6667,0.74,0.1642,124,254,378,28.7,74.0,11.0,Sangat Tinggi,Tinggi,Sedang
13529,2012-07-22,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,88,257,345,28.7,79.0,7.0,Sangat Tinggi,Sangat Tinggi,Rendah
13530,2012-07-22,3,1,7,22,0,0,0,1,0.7,0.6667,0.74,0.194,55,136,191,28.7,74.0,13.0,Sangat Tinggi,Tinggi,Sedang
13531,2012-07-22,3,1,7,23,0,0,0,1,0.68,0.6364,0.79,0.1642,33,90,123,27.9,79.0,11.0,Sangat Tinggi,Sangat Tinggi,Sedang
13532,2012-07-23,3,1,7,0,0,1,1,1,0.66,0.5909,0.89,0.0896,11,36,47,27.1,89.0,6.0,Tinggi,Sangat Tinggi,Rendah
13533,2012-07-23,3,1,7,1,0,1,1,1,0.66,0.5909,0.89,0.194,7,20,27,27.1,89.0,13.0,Tinggi,Sangat Tinggi,Sedang
13534,2012-07-23,3,1,7,2,0,1,1,2,0.66,0.5909,0.94,0.0896,3,14,17,27.1,94.0,6.0,Tinggi,Sangat Tinggi,Rendah
13535,2012-07-23,3,1,7,3,0,1,1,2,0.66,0.5909,0.94,0.0896,0,2,2,27.1,94.0,6.0,Tinggi,Sangat Tinggi,Rendah
13536,2012-07-23,3,1,7,4,0,1,1,2,0.66,0.5909,0.94,0.1343,0,8,8,27.1,94.0,9.0,Tinggi,Sangat Tinggi,Sedang
13537,2012-07-23,3,1,7,5,0,1,1,2,0.66,0.5909,0.94,0.1343,3,48,51,27.1,94.0,9.0,Tinggi,Sangat Tinggi,Sedang
13538,2012-07-23,3,1,7,6,0,1,1,2,0.68,0.6364,0.89,0.0896,9,148,157,27.9,89.0,6.0,Sangat Tinggi,Sangat Tinggi,Rendah
13539,2012-07-23,3,1,7,7,0,1,1,1,0.7,0.6667,0.84,0.1343,17,404,421,28.7,84.0,9.0,Sangat Tinggi,Sangat Tinggi,Sedang
13540,2012-07-23,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,47,691,738,29.5,79.0,7.0,Sangat Tinggi,Sangat Tinggi,Rendah
13541,2012-07-23,3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,57,288,345,30.3,74.0,9.0,Sangat Tinggi,Tinggi,Sedang
13542,2012-07-23,3,1,7,10,0,1,1,2,0.78,0.7424,0.62,0.0,63,137,200,32.0,62.0,0.0,Sangat Tinggi,Sedang,Rendah
13543,2012-07-23,3,1,7,11,0,1,1,2,0.8,0.7424,0.52,0.1642,69,129,198,32.8,52.0,11.0,Sangat Tinggi,Sedang,Sedang
13544,2012-07-23,3,1,7,12,0,1,1,2,0.8,0.7424,0.52,0.1642,109,205,314,32.8,52.0,11.0,Sangat Tinggi,Sedang,Sedang
13545,2012-07-23,3,1,7,13,0,1,1,2,0.8,0.7424,0.52,0.1045,64,176,240,32.8,52.0,7.0,Sangat Tinggi,Sedang,Rendah
13546,2012-07-23,3,1,7,14,0,1,1,2,0.78,0.7424,0.59,0.1642,82,189,271,32.0,59.0,11.0,Sangat Tinggi,Sedang,Sedang
13547,2012-07-23,3,1,7,15,0,1,1,1,0.8,0.7576,0.55,0.194,76,205,281,32.8,55.0,13.0,Sangat Tinggi,Sedang,Sedang
13548,2012-07-23,3,1,7,16,0,1,1,1,0.82,0.7727,0.52,0.1343,111,346,457,33.6,52.0,9.0,Sangat Tinggi,Sedang,Sedang
13549,2012-07-23,3,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,87,760,847,33.6,52.0,9.0,Sangat Tinggi,Sedang,Sedang
13550,2012-07-23,3,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,69,672,741,33.6,46.0,7.0,Sangat Tinggi,Rendah,Rendah
13551,2012-07-23,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,94,488,582,32.8,52.0,17.0,Sangat Tinggi,Sedang,Tinggi
13552,2012-07-23,3,1,7,20,0,1,1,1,0.76,0.7121,0.62,0.1642,56,347,403,31.2,62.0,11.0,Sangat Tinggi,Sedang,Sedang
13553,2012-07-23,3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,45,251,296,31.2,62.0,13.0,Sangat Tinggi,Sedang,Sedang
13554,2012-07-23,3,1,7,22,0,1,1,1,0.74,0.6818,0.62,0.194,40,169,209,30.3,62.0,13.0,Sangat Tinggi,Sedang,Sedang
13555,2012-07-23,3,1,7,23,0,1,1,1,0.72,0.6818,0.66,0.1642,16,98,114,29.5,66.0,11.0,Sangat Tinggi,Tinggi,Sedang
13556,2012-07-24,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,12,52,64,28.7,74.0,9.0,Sangat Tinggi,Tinggi,Sedang
13557,2012-07-24,3,1,7,1,0,2,1,1,0.68,0.6364,0.79,0.1642,7,10,17,27.9,79.0,11.0,Sangat Tinggi,Sangat Tinggi,Sedang
13558,2012-07-24,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,6,10,16,27.1,83.0,11.0,Tinggi,Sangat Tinggi,Sedang
13559,2012-07-24,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,1,5,6,27.1,83.0,11.0,Tinggi,Sangat Tinggi,Sedang
13560,2012-07-24,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,6,27.1,83.0,6.0,Tinggi,Sangat Tinggi,Rendah
13561,2012-07-24,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1045,5,45,50,27.1,83.0,7.0,Tinggi,Sangat Tinggi,Rendah
13562,2012-07-24,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,17,173,190,27.1,83.0,9.0,Tinggi,Sangat Tinggi,Sedang
13563,2012-07-24,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,24,492,516,28.7,74.0,11.0,Sangat Tinggi,Tinggi,Sedang
13564,2012-07-24,3,1,7,8,0,2,1,1,0.74,0.697,0.7,0.194,49,694,743,30.3,70.0,13.0,Sangat Tinggi,Tinggi,Sedang
13565,2012-07-24,3,1,7,9,0,2,1,1,0.84,0.803,0.53,0.0,40,299,339,34.4,53.0,0.0,Sangat Tinggi,Sedang,Rendah
13566,2012-07-24,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,62,156,218,33.6,56.0,20.0,Sangat Tinggi,Sedang,Sangat Tinggi
13567,2012-07-24,3,1,7,11,0,2,1,2,0.84,0.803,0.53,0.3284,45,156,201,34.4,53.0,22.0,Sangat Tinggi,Sedang,Sangat Tinggi
13568,2012-07-24,3,1,7,12,0,2,1,2,0.82,0.7879,0.56,0.2239,60,169,229,33.6,56.0,15.0,Sangat Tinggi,Sedang,Tinggi
13569,2012-07-24,3,1,7,13,0,2,1,2,0.84,0.803,0.53,0.2985,73,200,273,34.4,53.0,20.0,Sangat Tinggi,Sedang,Sangat Tinggi
13570,2012-07-24,3,1,7,14,0,2,1,2,0.84,0.803,0.53,0.2239,48,196,244,34.4,53.0,15.0,Sangat Tinggi,Sedang,Tinggi
13571,2012-07-24,3,1,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,73,212,285,33.6,49.0,20.0,Sangat Tinggi,Sedang,Sangat Tinggi
13572,2012-07-24,3,1,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,86,369,455,32.8,55.0,20.0,Sangat Tinggi,Sedang,Sangat Tinggi
13573,2012-07-24,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,869,32.8,52.0,22.0,Sangat Tinggi,Sedang,Sangat Tinggi
13574,2012-07-24,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,110,767,877,31.2,62.0,22.0,Sangat Tinggi,Sedang,Sangat Tinggi
13575,2012-07-24,3,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,109,523,632,31.2,62.0,11.0,Sangat Tinggi,Sedang,Sedang
13576,2012-07-24,3,1,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,85,438,523,30.3,66.0,11.0,Sangat Tinggi,Tinggi,Sedang
13577,2012-07-24,3,1,7,21,0,2,1,1,0.74,0.697,0.66,0.2239,53,325,378,30.3,66.0,15.0,Sangat Tinggi,Tinggi,Tinggi
13578,2012-07-24,3,1,7,22,0,2,1,1,0.74,0.697,0.66,0.2537,43,226,269,30.3,66.0,17.0,Sangat Tinggi,Tinggi,Tinggi
